ASCII SAMPLE CYCLES :			coverage dependence of o2  ramp4 exp2.mdc
DATE :	12/3/2019	TIME :	12:02:45 PM
CONVERTED CYCLES :			4090
Number of stored cycles			4090
Printed start cycle			1
Printed end cycle			4090
Number of stored datablocks			2
Datablock 0	Ion Current	[A]	
'0/0'	32.00	min:	7.80508E-011	max:	3.49099E-008	
2043	12/3/2019	12:10:28:25 PM	463.25	1.12476E-010	362.288	
2044	12/3/2019	12:10:28:46 PM	463.469	1.1466E-010	363.791	
2045	12/3/2019	12:10:28:70 PM	463.703	1.1193E-010	364.88	
2046	12/3/2019	12:10:28:92 PM	463.922	1.19301E-010	366.722	
2047	12/3/2019	12:10:29:14 PM	464.141	1.11657E-010	368.939	
2048	12/3/2019	12:10:29:36 PM	464.36	1.10383E-010	370.855	
2049	12/3/2019	12:10:29:57 PM	464.578	1.09928E-010	372.546	
2050	12/3/2019	12:10:29:79 PM	464.797	1.15388E-010	374.275	
2051	12/3/2019	12:10:30:01 PM	465.016	1.16116E-010	375.853	
2052	12/3/2019	12:10:30:23 PM	465.235	1.13932E-010	377.582	
2053	12/3/2019	12:10:30:45 PM	465.453	1.09655E-010	379.235	
2054	12/3/2019	12:10:30:67 PM	465.672	1.13386E-010	381.001	
2055	12/3/2019	12:10:30:90 PM	465.906	1.12294E-010	382.505	
2056	12/3/2019	12:10:31:12 PM	466.125	1.08563E-010	384.008	
2057	12/3/2019	12:10:31:34 PM	466.344	1.20939E-010	386.075	
2058	12/3/2019	12:10:31:56 PM	466.563	1.11111E-010	387.841	
2059	12/3/2019	12:10:31:78 PM	466.781	1.06197E-010	389.269	
2060	12/3/2019	12:10:32:01 PM	467.016	1.08381E-010	390.922	
2061	12/3/2019	12:10:32:23 PM	467.235	1.10027E-010	393.553	
2062	12/3/2019	12:10:32:46 PM	467.469	1.17663E-010	395.056	
2063	12/3/2019	12:10:32:70 PM	467.703	1.11566E-010	396.784	
2064	12/3/2019	12:10:32:92 PM	467.922	1.13477E-010	398.475	
2065	12/3/2019	12:10:33:15 PM	468.156	1.11202E-010	400.279	
2066	12/3/2019	12:10:33:37 PM	468.375	1.15661E-010	402.12	
2067	12/3/2019	12:10:33:59 PM	468.594	1.11111E-010	403.924	
2068	12/3/2019	12:10:33:81 PM	468.813	1.10747E-010	405.991	
2069	12/3/2019	12:10:34:03 PM	469.031	1.13477E-010	407.344	
2070	12/3/2019	12:10:34:26 PM	469.266	1.0829E-010	408.922	
2071	12/3/2019	12:10:34:48 PM	469.485	1.08745E-010	410.538	
2072	12/3/2019	12:10:34:70 PM	469.703	1.1284E-010	412.417	
2073	12/3/2019	12:10:34:92 PM	469.922	1.16662E-010	414.033	
2074	12/3/2019	12:10:35:15 PM	470.156	1.14205E-010	416.137	
2075	12/3/2019	12:10:35:37 PM	470.375	1.10565E-010	417.603	
2076	12/3/2019	12:10:35:59 PM	470.594	1.11202E-010	419.444	
2077	12/3/2019	12:10:35:81 PM	470.813	1.13204E-010	421.436	
2078	12/3/2019	12:10:36:04 PM	471.047	1.14114E-010	422.751	
2079	12/3/2019	12:10:36:26 PM	471.266	1.12567E-010	424.78	
2080	12/3/2019	12:10:36:48 PM	471.485	1.11384E-010	426.246	
2081	12/3/2019	12:10:36:70 PM	471.703	1.1284E-010	428.124	
2082	12/3/2019	12:10:36:93 PM	471.938	1.15297E-010	430.304	
2083	12/3/2019	12:10:37:17 PM	472.172	1.13022E-010	431.544	
2084	12/3/2019	12:10:37:39 PM	472.391	1.20029E-010	433.31	
2085	12/3/2019	12:10:37:61 PM	472.61	1.11293E-010	434.926	
2086	12/3/2019	12:10:37:82 PM	472.828	1.16617E-010	437.181	
2087	12/3/2019	12:10:38:06 PM	473.063	1.15199E-010	438.985	
2088	12/3/2019	12:10:38:28 PM	473.281	1.11293E-010	440.3	
2089	12/3/2019	12:10:38:50 PM	473.5	1.15843E-010	442.329	
2090	12/3/2019	12:10:38:71 PM	473.719	1.15949E-010	443.531	
2091	12/3/2019	12:10:38:95 PM	473.953	1.12203E-010	445.335	
2092	12/3/2019	12:10:39:17 PM	474.172	1.1284E-010	446.989	
2093	12/3/2019	12:10:39:40 PM	474.406	1.12203E-010	448.792	
2094	12/3/2019	12:10:39:62 PM	474.625	1.15934E-010	450.596	
2095	12/3/2019	12:10:39:84 PM	474.844	1.12112E-010	452.287	
2096	12/3/2019	12:10:40:07 PM	475.078	1.11202E-010	454.504	
2097	12/3/2019	12:10:40:31 PM	475.313	1.1011E-010	456.383	
2098	12/3/2019	12:10:40:53 PM	475.531	1.15388E-010	457.999	
2099	12/3/2019	12:10:40:75 PM	475.75	1.14387E-010	459.465	
2100	12/3/2019	12:10:40:96 PM	475.969	1.15024E-010	461.344	
2101	12/3/2019	12:10:41:18 PM	476.188	1.0738E-010	463.373	
2102	12/3/2019	12:10:41:40 PM	476.406	1.12021E-010	464.801	
2103	12/3/2019	12:10:41:64 PM	476.641	1.12203E-010	466.529	
2104	12/3/2019	12:10:41:86 PM	476.86	1.17481E-010	468.108	
2105	12/3/2019	12:10:42:07 PM	477.078	1.13932E-010	470.137	
2106	12/3/2019	12:10:42:29 PM	477.297	1.10019E-010	471.49	
2107	12/3/2019	12:10:42:53 PM	477.531	1.08108E-010	473.256	
2108	12/3/2019	12:10:42:75 PM	477.75	1.13022E-010	475.285	
2109	12/3/2019	12:10:42:96 PM	477.969	1.14114E-010	476.563	
2110	12/3/2019	12:10:43:20 PM	478.203	1.21303E-010	479.156	
2111	12/3/2019	12:10:43:42 PM	478.422	1.12567E-010	481.335	
2112	12/3/2019	12:10:43:64 PM	478.641	1.09382E-010	482.538	
2113	12/3/2019	12:10:43:87 PM	478.875	1.11111E-010	484.153	
2114	12/3/2019	12:10:44:11 PM	479.11	1.16389E-010	486.07	
2115	12/3/2019	12:10:44:32 PM	479.328	1.14478E-010	487.573	
2116	12/3/2019	12:10:44:54 PM	479.547	1.16844E-010	489.302	
2117	12/3/2019	12:10:44:76 PM	479.766	1.08563E-010	491.03	
2118	12/3/2019	12:10:44:98 PM	479.985	1.15388E-010	493.135	
2119	12/3/2019	12:10:45:20 PM	480.203	1.12294E-010	495.051	
2120	12/3/2019	12:10:45:42 PM	480.422	1.13204E-010	496.404	
2121	12/3/2019	12:10:45:65 PM	480.656	1.12385E-010	498.245	
2122	12/3/2019	12:10:45:87 PM	480.875	1.1375E-010	500.124	
2123	12/3/2019	12:10:46:09 PM	481.094	1.14296E-010	501.74	
2124	12/3/2019	12:10:46:31 PM	481.313	1.11293E-010	503.13	
2125	12/3/2019	12:10:46:54 PM	481.547	1.07835E-010	505.31	
2126	12/3/2019	12:10:46:76 PM	481.766	1.17481E-010	506.926	
2127	12/3/2019	12:10:46:98 PM	481.985	1.13841E-010	508.579	
2128	12/3/2019	12:10:47:20 PM	482.203	1.13295E-010	510.383	
2129	12/3/2019	12:10:47:42 PM	482.422	1.16389E-010	512.6	
2130	12/3/2019	12:10:47:65 PM	482.656	1.1193E-010	514.366	
2131	12/3/2019	12:10:47:87 PM	482.875	1.13022E-010	516.32	
2132	12/3/2019	12:10:48:09 PM	483.094	1.19483E-010	517.748	
2133	12/3/2019	12:10:48:31 PM	483.313	1.0647E-010	519.289	
2134	12/3/2019	12:10:48:53 PM	483.531	1.12203E-010	521.356	
2135	12/3/2019	12:10:48:75 PM	483.75	1.09473E-010	523.009	
2136	12/3/2019	12:10:48:96 PM	483.969	1.14478E-010	525.001	
2137	12/3/2019	12:10:49:18 PM	484.188	1.08275E-010	526.692	
2138	12/3/2019	12:10:49:40 PM	484.406	1.15024E-010	528.233	
2139	12/3/2019	12:10:49:64 PM	484.641	1.15752E-010	530.112	
2140	12/3/2019	12:10:49:86 PM	484.86	1.13841E-010	531.577	
2141	12/3/2019	12:10:50:07 PM	485.078	1.20939E-010	533.494	
2142	12/3/2019	12:10:50:29 PM	485.297	1.08836E-010	534.884	
2143	12/3/2019	12:10:50:53 PM	485.531	1.17117E-010	536.763	
2144	12/3/2019	12:10:50:75 PM	485.75	1.19574E-010	538.491	
2145	12/3/2019	12:10:50:96 PM	485.969	1.05378E-010	540.333	
2146	12/3/2019	12:10:51:18 PM	486.188	1.13022E-010	542.099	
2147	12/3/2019	12:10:51:40 PM	486.406	1.1557E-010	544.091	
2148	12/3/2019	12:10:51:62 PM	486.625	1.15297E-010	545.293	
2149	12/3/2019	12:10:51:84 PM	486.844	1.12931E-010	547.059	
2150	12/3/2019	12:10:52:06 PM	487.063	1.092E-010	549.239	
2151	12/3/2019	12:10:52:29 PM	487.297	1.14114E-010	550.93	
2152	12/3/2019	12:10:52:51 PM	487.516	1.16298E-010	552.809	
2153	12/3/2019	12:10:52:73 PM	487.735	1.15479E-010	553.748	
2154	12/3/2019	12:10:52:95 PM	487.953	1.1739E-010	556.078	
2155	12/3/2019	12:10:53:17 PM	488.172	1.17299E-010	557.694	
2156	12/3/2019	12:10:53:39 PM	488.391	1.16025E-010	559.347	
2157	12/3/2019	12:10:53:61 PM	488.61	1.19938E-010	561.038	
2158	12/3/2019	12:10:53:82 PM	488.828	1.12749E-010	562.88	
2159	12/3/2019	12:10:54:06 PM	489.063	1.16844E-010	564.533	
2160	12/3/2019	12:10:54:28 PM	489.281	1.15388E-010	566.675	
2161	12/3/2019	12:10:54:50 PM	489.5	1.17663E-010	567.878	
2162	12/3/2019	12:10:54:71 PM	489.719	1.22213E-010	569.719	
2163	12/3/2019	12:10:54:93 PM	489.938	1.13841E-010	571.072	
2164	12/3/2019	12:10:55:15 PM	490.156	1.25398E-010	572.951	
2165	12/3/2019	12:10:55:37 PM	490.375	1.18391E-010	574.829	
2166	12/3/2019	12:10:55:59 PM	490.594	1.15661E-010	576.295	
2167	12/3/2019	12:10:55:79 PM	490.797	1.21212E-010	577.723	
2168	12/3/2019	12:10:56:03 PM	491.031	1.20302E-010	580.09	
2169	12/3/2019	12:10:56:25 PM	491.25	1.28856E-010	581.819	
2170	12/3/2019	12:10:56:46 PM	491.469	1.24943E-010	583.698	
2171	12/3/2019	12:10:56:68 PM	491.688	1.22577E-010	585.239	
2172	12/3/2019	12:10:56:90 PM	491.906	1.24579E-010	587.268	
2173	12/3/2019	12:10:57:12 PM	492.125	1.22577E-010	588.733	
2174	12/3/2019	12:10:57:36 PM	492.36	1.31495E-010	590.612	
2175	12/3/2019	12:10:57:57 PM	492.578	1.32132E-010	592.642	
2176	12/3/2019	12:10:57:79 PM	492.797	1.28583E-010	594.069	
2177	12/3/2019	12:10:58:01 PM	493.016	1.35499E-010	595.31	
2178	12/3/2019	12:10:58:23 PM	493.235	1.37592E-010	597.339	
2179	12/3/2019	12:10:58:46 PM	493.469	1.39867E-010	599.143	
2180	12/3/2019	12:10:58:68 PM	493.688	1.35135E-010	601.209	
2181	12/3/2019	12:10:58:90 PM	493.906	1.4651E-010	602.712	
2182	12/3/2019	12:10:59:12 PM	494.125	1.44053E-010	604.591	
2183	12/3/2019	12:10:59:36 PM	494.36	1.42506E-010	606.019	
2184	12/3/2019	12:10:59:57 PM	494.578	1.46055E-010	608.011	
2185	12/3/2019	12:10:59:79 PM	494.797	1.49877E-010	609.815	
2186	12/3/2019	12:11:00:01 PM	495.016	1.50605E-010	611.919	
2187	12/3/2019	12:11:00:23 PM	495.235	1.56702E-010	613.159	
2188	12/3/2019	12:11:00:45 PM	495.453	1.56323E-010	614.775	
2189	12/3/2019	12:11:00:68 PM	495.688	1.60888E-010	616.955	
2190	12/3/2019	12:11:00:90 PM	495.906	1.63072E-010	618.458	
2191	12/3/2019	12:11:01:12 PM	496.125	1.61889E-010	619.773	
2192	12/3/2019	12:11:01:34 PM	496.344	1.61252E-010	621.051	
2193	12/3/2019	12:11:01:56 PM	496.563	1.72354E-010	623.643	
2194	12/3/2019	12:11:01:78 PM	496.781	1.82819E-010	625.184	
2195	12/3/2019	12:11:02:01 PM	497.016	1.7563E-010	627.138	
2196	12/3/2019	12:11:02:23 PM	497.235	1.77905E-010	628.829	
2197	12/3/2019	12:11:02:45 PM	497.453	1.82728E-010	630.558	
2198	12/3/2019	12:11:02:68 PM	497.688	1.87187E-010	632.85	
2199	12/3/2019	12:11:02:90 PM	497.906	1.93193E-010	634.203	
2200	12/3/2019	12:11:03:12 PM	498.125	2.01929E-010	635.819	
2201	12/3/2019	12:11:03:34 PM	498.344	1.98835E-010	637.773	
2202	12/3/2019	12:11:03:56 PM	498.563	2.09937E-010	639.539	
2203	12/3/2019	12:11:03:78 PM	498.781	1.97288E-010	640.779	
2204	12/3/2019	12:11:04:00 PM	499	2.04295E-010	642.883	
2205	12/3/2019	12:11:04:21 PM	499.219	2.06661E-010	644.274	
2206	12/3/2019	12:11:04:43 PM	499.438	2.0748E-010	645.552	
2207	12/3/2019	12:11:04:65 PM	499.656	2.14851E-010	647.693	
2208	12/3/2019	12:11:04:87 PM	499.875	2.12121E-010	649.685	
2209	12/3/2019	12:11:05:09 PM	500.094	2.22586E-010	651.376	
2210	12/3/2019	12:11:05:31 PM	500.313	2.27045E-010	652.954	
2211	12/3/2019	12:11:05:54 PM	500.547	2.24497E-010	654.645	
2212	12/3/2019	12:11:05:76 PM	500.766	2.34234E-010	656.412	
2213	12/3/2019	12:11:05:98 PM	500.985	2.41059E-010	658.704	
2214	12/3/2019	12:11:06:20 PM	501.203	2.3933E-010	659.906	
2215	12/3/2019	12:11:06:43 PM	501.438	2.45336E-010	661.522	
2216	12/3/2019	12:11:06:65 PM	501.656	2.53344E-010	663.364	
2217	12/3/2019	12:11:06:87 PM	501.875	2.4479E-010	665.13	
2218	12/3/2019	12:11:07:09 PM	502.094	2.5935E-010	666.67	
2219	12/3/2019	12:11:07:31 PM	502.313	2.64628E-010	668.624	
2220	12/3/2019	12:11:07:54 PM	502.547	2.56165E-010	670.015	
2221	12/3/2019	12:11:07:76 PM	502.766	2.63445E-010	671.556	
2222	12/3/2019	12:11:07:98 PM	502.985	2.77368E-010	673.434	
2223	12/3/2019	12:11:08:20 PM	503.203	2.76549E-010	675.614	
2224	12/3/2019	12:11:08:42 PM	503.422	2.85012E-010	676.704	
2225	12/3/2019	12:11:08:65 PM	503.656	2.81099E-010	678.62	
2226	12/3/2019	12:11:08:87 PM	503.875	2.75912E-010	680.499	
2227	12/3/2019	12:11:09:09 PM	504.094	2.81281E-010	682.378	
2228	12/3/2019	12:11:09:31 PM	504.313	2.90654E-010	684.031	
2229	12/3/2019	12:11:09:53 PM	504.531	2.94476E-010	685.685	
2230	12/3/2019	12:11:09:76 PM	504.766	2.91564E-010	687.075	
2231	12/3/2019	12:11:09:98 PM	504.985	2.95841E-010	688.128	
2232	12/3/2019	12:11:10:20 PM	505.203	2.95204E-010	691.209	
2233	12/3/2019	12:11:10:42 PM	505.422	3.09127E-010	693.013	
2234	12/3/2019	12:11:10:64 PM	505.641	2.97024E-010	694.215	
2235	12/3/2019	12:11:10:86 PM	505.86	3.06215E-010	695.869	
2236	12/3/2019	12:11:11:09 PM	506.094	3.06033E-010	697.823	
2237	12/3/2019	12:11:11:31 PM	506.313	3.09673E-010	699.175	
2238	12/3/2019	12:11:11:53 PM	506.531	3.1213E-010	701.017	
2239	12/3/2019	12:11:11:76 PM	506.766	3.09946E-010	702.745	
2240	12/3/2019	12:11:11:98 PM	506.985	3.18591E-010	704.699	
2241	12/3/2019	12:11:12:20 PM	507.203	3.13495E-010	706.466	
2242	12/3/2019	12:11:12:42 PM	507.422	3.22322E-010	708.044	
2243	12/3/2019	12:11:12:64 PM	507.641	3.13677E-010	709.735	
2244	12/3/2019	12:11:12:87 PM	507.875	3.2487E-010	711.614	
2245	12/3/2019	12:11:13:09 PM	508.094	3.25689E-010	713.23	
2246	12/3/2019	12:11:13:31 PM	508.313	3.33515E-010	714.62	
2247	12/3/2019	12:11:13:53 PM	508.531	3.20411E-010	716.574	
2248	12/3/2019	12:11:13:75 PM	508.75	3.21867E-010	718.265	
2249	12/3/2019	12:11:13:98 PM	508.985	3.26326E-010	719.618	
2250	12/3/2019	12:11:14:20 PM	509.203	3.18864E-010	721.647	
2251	12/3/2019	12:11:14:42 PM	509.422	3.22413E-010	723.714	
2252	12/3/2019	12:11:14:64 PM	509.641	3.26326E-010	725.067	
2253	12/3/2019	12:11:14:86 PM	509.86	3.24779E-010	726.72	
2254	12/3/2019	12:11:15:07 PM	510.078	3.26599E-010	728.787	
2255	12/3/2019	12:11:15:29 PM	510.297	3.27327E-010	730.253	
2256	12/3/2019	12:11:15:51 PM	510.516	3.25689E-010	731.643	
2257	12/3/2019	12:11:15:73 PM	510.735	3.24415E-010	733.296	
2258	12/3/2019	12:11:15:96 PM	510.969	3.25143E-010	735.213	
2259	12/3/2019	12:11:16:18 PM	511.188	3.22686E-010	737.242	
2260	12/3/2019	12:11:16:40 PM	511.406	3.19137E-010	738.745	
2261	12/3/2019	12:11:16:62 PM	511.625	3.0758E-010	740.587	
2262	12/3/2019	12:11:16:84 PM	511.844	3.24324E-010	742.315	
2263	12/3/2019	12:11:17:06 PM	512.063	3.14587E-010	743.743	
2264	12/3/2019	12:11:17:28 PM	512.281	3.16589E-010	745.509	
2265	12/3/2019	12:11:17:50 PM	512.5	3.10856E-010	747.351	
2266	12/3/2019	12:11:17:73 PM	512.735	3.14041E-010	749.042	
2267	12/3/2019	12:11:17:95 PM	512.953	3.23596E-010	750.582	
2268	12/3/2019	12:11:18:17 PM	513.172	3.18773E-010	752.048	
2269	12/3/2019	12:11:18:39 PM	513.391	3.23414E-010	754.34	
2270	12/3/2019	12:11:18:61 PM	513.61	3.1395E-010	755.806	
2271	12/3/2019	12:11:18:84 PM	513.844	3.14132E-010	757.384	
2272	12/3/2019	12:11:19:06 PM	514.063	3.15679E-010	759.413	
2273	12/3/2019	12:11:19:28 PM	514.281	3.22231E-010	760.954	
2274	12/3/2019	12:11:19:50 PM	514.5	3.14041E-010	762.758	
2275	12/3/2019	12:11:19:71 PM	514.719	3.17954E-010	764.599	
2276	12/3/2019	12:11:19:95 PM	514.953	3.01028E-010	766.29	
2277	12/3/2019	12:11:20:17 PM	515.172	3.15588E-010	767.718	
2278	12/3/2019	12:11:20:39 PM	515.391	3.19228E-010	769.672	
2279	12/3/2019	12:11:20:61 PM	515.61	3.08945E-010	771.326	
2280	12/3/2019	12:11:20:84 PM	515.844	3.09491E-010	772.603	
2281	12/3/2019	12:11:21:06 PM	516.063	3.11675E-010	774.745	
2282	12/3/2019	12:11:21:28 PM	516.281	3.10401E-010	775.497	
2283	12/3/2019	12:11:21:50 PM	516.5	3.14314E-010	777.601	
2284	12/3/2019	12:11:21:73 PM	516.735	3.03387E-010	779.931	
2285	12/3/2019	12:11:21:95 PM	516.953	3.11948E-010	781.622	
2286	12/3/2019	12:11:22:17 PM	517.172	3.0121E-010	783.313	
2287	12/3/2019	12:11:22:39 PM	517.391	3.10219E-010	784.44	
2288	12/3/2019	12:11:22:62 PM	517.625	3.18773E-010	786.507	
2289	12/3/2019	12:11:22:86 PM	517.86	3.00755E-010	788.536	
2290	12/3/2019	12:11:23:07 PM	518.078	2.93293E-010	789.889	
2291	12/3/2019	12:11:23:31 PM	518.313	3.12767E-010	791.881	
2292	12/3/2019	12:11:23:53 PM	518.531	3.04122E-010	793.459	
2293	12/3/2019	12:11:23:75 PM	518.75	2.97843E-010	795.225	
2294	12/3/2019	12:11:23:96 PM	518.969	2.92201E-010	796.691	
2295	12/3/2019	12:11:24:18 PM	519.188	2.9484E-010	798.457	
2296	12/3/2019	12:11:24:40 PM	519.406	3.03758E-010	800.373	
2297	12/3/2019	12:11:24:64 PM	519.641	2.94203E-010	801.651	
2298	12/3/2019	12:11:24:86 PM	519.86	2.88652E-010	803.417	
2299	12/3/2019	12:11:25:07 PM	520.078	2.96205E-010	805.259	
2300	12/3/2019	12:11:25:31 PM	520.313	2.92292E-010	807.325	
2301	12/3/2019	12:11:25:53 PM	520.531	2.85922E-010	808.302	
2302	12/3/2019	12:11:25:75 PM	520.75	2.99572E-010	809.993	
2303	12/3/2019	12:11:25:96 PM	520.969	2.90707E-010	812.173	
2304	12/3/2019	12:11:26:18 PM	521.188	2.92838E-010	814.014	
2305	12/3/2019	12:11:26:42 PM	521.422	2.86559E-010	815.48	
2306	12/3/2019	12:11:26:64 PM	521.641	2.90381E-010	817.321	
2307	12/3/2019	12:11:26:87 PM	521.875	2.8301E-010	818.711	
2308	12/3/2019	12:11:27:09 PM	522.094	2.82464E-010	820.666	
2309	12/3/2019	12:11:27:32 PM	522.328	2.85558E-010	822.169	
2310	12/3/2019	12:11:27:54 PM	522.547	2.8301E-010	824.123	
2311	12/3/2019	12:11:27:76 PM	522.766	2.88561E-010	825.851	
2312	12/3/2019	12:11:27:98 PM	522.985	2.80917E-010	827.655	
2313	12/3/2019	12:11:28:20 PM	523.203	2.84375E-010	829.496	
2314	12/3/2019	12:11:28:42 PM	523.422	2.84193E-010	831.3	
2315	12/3/2019	12:11:28:65 PM	523.656	2.78642E-010	832.615	
2316	12/3/2019	12:11:28:89 PM	523.891	2.75639E-010	834.682	
2317	12/3/2019	12:11:29:11 PM	524.11	2.7573E-010	836.636	
2318	12/3/2019	12:11:29:32 PM	524.328	2.77914E-010	838.177	
2319	12/3/2019	12:11:29:54 PM	524.547	2.80189E-010	839.605	
2320	12/3/2019	12:11:29:78 PM	524.781	2.7118E-010	841.221	
2321	12/3/2019	12:11:30:00 PM	525	2.71726E-010	842.987	
2322	12/3/2019	12:11:30:21 PM	525.219	2.78096E-010	845.054	
2323	12/3/2019	12:11:30:45 PM	525.453	2.66266E-010	846.782	
2324	12/3/2019	12:11:30:68 PM	525.688	2.64719E-010	848.436	
2325	12/3/2019	12:11:30:90 PM	525.906	2.75184E-010	849.939	
2326	12/3/2019	12:11:31:12 PM	526.125	2.66357E-010	851.329	
2327	12/3/2019	12:11:31:34 PM	526.344	2.55164E-010	853.283	
2328	12/3/2019	12:11:31:56 PM	526.563	2.55073E-010	854.561	
2329	12/3/2019	12:11:31:78 PM	526.781	2.61079E-010	856.477	
2330	12/3/2019	12:11:32:00 PM	527	2.63172E-010	858.319	
2331	12/3/2019	12:11:32:23 PM	527.235	2.62171E-010	859.86	
2332	12/3/2019	12:11:32:45 PM	527.453	2.53526E-010	861.889	
2333	12/3/2019	12:11:32:67 PM	527.672	2.59168E-010	862.941	
2334	12/3/2019	12:11:32:89 PM	527.891	2.50523E-010	864.933	
2335	12/3/2019	12:11:33:11 PM	528.11	2.53162E-010	866.323	
2336	12/3/2019	12:11:33:32 PM	528.328	2.50614E-010	867.901	
2337	12/3/2019	12:11:33:54 PM	528.547	2.56165E-010	870.156	
2338	12/3/2019	12:11:33:76 PM	528.766	2.45427E-010	871.96	
2339	12/3/2019	12:11:34:00 PM	529	2.42424E-010	873.763	
2340	12/3/2019	12:11:34:21 PM	529.219	2.50887E-010	875.53	
2341	12/3/2019	12:11:34:43 PM	529.438	2.48885E-010	877.521	
2342	12/3/2019	12:11:34:65 PM	529.656	2.36782E-010	878.386	
2343	12/3/2019	12:11:34:87 PM	529.875	2.35781E-010	880.264	
2344	12/3/2019	12:11:35:11 PM	530.11	2.37328E-010	882.031	
2345	12/3/2019	12:11:35:32 PM	530.328	2.43698E-010	883.534	
2346	12/3/2019	12:11:35:54 PM	530.547	2.34143E-010	885.375	
2347	12/3/2019	12:11:35:76 PM	530.766	2.36054E-010	887.029	
2348	12/3/2019	12:11:35:98 PM	530.985	2.41059E-010	888.72	
2349	12/3/2019	12:11:36:21 PM	531.219	2.38875E-010	890.561	
2350	12/3/2019	12:11:36:43 PM	531.438	2.29138E-010	892.365	
2351	12/3/2019	12:11:36:65 PM	531.656	2.27045E-010	893.417	
2352	12/3/2019	12:11:36:87 PM	531.875	2.24406E-010	894.995	
2353	12/3/2019	12:11:37:09 PM	532.094	2.26954E-010	896.498	
2354	12/3/2019	12:11:37:31 PM	532.313	2.22313E-010	898.64	
2355	12/3/2019	12:11:37:53 PM	532.531	2.25225E-010	900.444	
2356	12/3/2019	12:11:37:75 PM	532.75	2.22404E-010	902.172	
2357	12/3/2019	12:11:37:98 PM	532.985	2.22495E-010	903.864	
2358	12/3/2019	12:11:38:21 PM	533.219	2.17399E-010	905.818	
2359	12/3/2019	12:11:38:43 PM	533.438	2.19674E-010	907.772	
2360	12/3/2019	12:11:38:65 PM	533.656	2.12394E-010	909.463	
2361	12/3/2019	12:11:38:87 PM	533.875	2.12667E-010	910.74	
