ASCII SAMPLE CYCLES :			coverage dependence of o2  ramp4 exp3.mdc
DATE :	12/3/2019	TIME :	12:18:46 PM
CONVERTED CYCLES :			4007
Number of stored cycles			4007
Printed start cycle			1
Printed end cycle			4007
Number of stored datablocks			2
Datablock 0	Ion Current	[A]	
'0/0'	32.00	min:	8.6623E-011	max:	2.33688E-008	
2022	12/3/2019	12:26:18:36 PM	452.36	1.22304E-010	443.832	
2023	12/3/2019	12:26:18:57 PM	452.579	1.20575E-010	445.598	
2024	12/3/2019	12:26:18:79 PM	452.797	1.20848E-010	447.402	
2025	12/3/2019	12:26:19:01 PM	453.016	1.22395E-010	449.131	
2026	12/3/2019	12:26:19:23 PM	453.235	1.183E-010	450.859	
2027	12/3/2019	12:26:19:45 PM	453.454	1.22759E-010	452.475	
2028	12/3/2019	12:26:19:67 PM	453.672	1.27855E-010	454.129	
2029	12/3/2019	12:26:19:89 PM	453.891	1.24579E-010	456.346	
2030	12/3/2019	12:26:20:11 PM	454.11	1.26672E-010	457.999	
2031	12/3/2019	12:26:20:32 PM	454.329	1.2194E-010	459.239	
2032	12/3/2019	12:26:20:56 PM	454.563	1.18027E-010	461.08	
2033	12/3/2019	12:26:20:78 PM	454.782	1.23669E-010	463.11	
2034	12/3/2019	12:26:21:00 PM	455	1.25216E-010	464.65	
2035	12/3/2019	12:26:21:21 PM	455.219	1.16662E-010	466.304	
2036	12/3/2019	12:26:21:43 PM	455.438	1.23578E-010	467.732	
2037	12/3/2019	12:26:21:67 PM	455.672	1.15661E-010	469.536	
2038	12/3/2019	12:26:21:89 PM	455.891	1.183E-010	471.677	
2039	12/3/2019	12:26:22:11 PM	456.11	1.2649E-010	472.993	
2040	12/3/2019	12:26:22:32 PM	456.329	1.1648E-010	474.533	
2041	12/3/2019	12:26:22:54 PM	456.547	1.18846E-010	476.487	
2042	12/3/2019	12:26:22:76 PM	456.766	1.25307E-010	478.592	
2043	12/3/2019	12:26:22:98 PM	456.985	1.1695E-010	480.771	
2044	12/3/2019	12:26:23:20 PM	457.204	1.25209E-010	482.462	
2045	12/3/2019	12:26:23:42 PM	457.422	1.18118E-010	484.191	
2046	12/3/2019	12:26:23:65 PM	457.657	1.19665E-010	485.957	
2047	12/3/2019	12:26:23:87 PM	457.875	1.26945E-010	487.723	
2048	12/3/2019	12:26:24:09 PM	458.094	1.23032E-010	489.114	
2049	12/3/2019	12:26:24:31 PM	458.313	1.25671E-010	490.354	
2050	12/3/2019	12:26:24:54 PM	458.547	1.24306E-010	492.571	
2051	12/3/2019	12:26:24:76 PM	458.766	1.14933E-010	494.412	
2052	12/3/2019	12:26:24:98 PM	458.985	1.21394E-010	495.502	
2053	12/3/2019	12:26:25:21 PM	459.219	1.22941E-010	497.682	
2054	12/3/2019	12:26:25:43 PM	459.438	1.22486E-010	499.373	
2055	12/3/2019	12:26:25:65 PM	459.657	1.2285E-010	501.439	
2056	12/3/2019	12:26:25:89 PM	459.891	1.20848E-010	503.13	
2057	12/3/2019	12:26:26:11 PM	460.11	1.24306E-010	504.333	
2058	12/3/2019	12:26:26:32 PM	460.329	1.20211E-010	506.212	
2059	12/3/2019	12:26:26:54 PM	460.547	1.20757E-010	508.241	
2060	12/3/2019	12:26:26:76 PM	460.766	1.22122E-010	509.857	
2061	12/3/2019	12:26:27:00 PM	461	1.19847E-010	512.036	
2062	12/3/2019	12:26:27:21 PM	461.219	1.24124E-010	514.066	
2063	12/3/2019	12:26:27:43 PM	461.438	1.22941E-010	515.531	
2064	12/3/2019	12:26:27:65 PM	461.657	1.17208E-010	517.523	
2065	12/3/2019	12:26:27:87 PM	461.875	1.2376E-010	519.402	
2066	12/3/2019	12:26:28:09 PM	462.094	1.17845E-010	521.431	
2067	12/3/2019	12:26:28:31 PM	462.313	1.23669E-010	522.821	
2068	12/3/2019	12:26:28:53 PM	462.532	1.19028E-010	524.024	
2069	12/3/2019	12:26:28:75 PM	462.75	1.2103E-010	525.94	
2070	12/3/2019	12:26:28:98 PM	462.985	1.18209E-010	527.706	
2071	12/3/2019	12:26:29:21 PM	463.219	1.19028E-010	529.661	
2072	12/3/2019	12:26:29:43 PM	463.438	1.17663E-010	531.239	
2073	12/3/2019	12:26:29:65 PM	463.657	1.17663E-010	532.817	
2074	12/3/2019	12:26:29:89 PM	463.891	1.22486E-010	535.335	
2075	12/3/2019	12:26:30:11 PM	464.11	1.27582E-010	536.349	
2076	12/3/2019	12:26:30:32 PM	464.329	1.18027E-010	538.003	
2077	12/3/2019	12:26:30:54 PM	464.547	1.20302E-010	539.769	
2078	12/3/2019	12:26:30:76 PM	464.766	1.25489E-010	541.46	
2079	12/3/2019	12:26:30:98 PM	464.985	1.19203E-010	543.564	
2080	12/3/2019	12:26:31:20 PM	465.204	1.28212E-010	545.143	
2081	12/3/2019	12:26:31:42 PM	465.422	1.2467E-010	546.308	
2082	12/3/2019	12:26:31:64 PM	465.641	1.21576E-010	548.299	
2083	12/3/2019	12:26:31:86 PM	465.86	1.19392E-010	549.878	
2084	12/3/2019	12:26:32:07 PM	466.079	1.22941E-010	551.907	
2085	12/3/2019	12:26:32:29 PM	466.297	1.23851E-010	553.523	
2086	12/3/2019	12:26:32:51 PM	466.516	1.19028E-010	555.514	
2087	12/3/2019	12:26:32:73 PM	466.735	1.20757E-010	556.754	
2088	12/3/2019	12:26:32:96 PM	466.969	1.23305E-010	558.784	
2089	12/3/2019	12:26:33:18 PM	467.188	1.22304E-010	560.512	
2090	12/3/2019	12:26:33:42 PM	467.422	1.22372E-010	562.617	
2091	12/3/2019	12:26:33:64 PM	467.641	1.2103E-010	564.721	
2092	12/3/2019	12:26:33:86 PM	467.86	1.20575E-010	565.773	
2093	12/3/2019	12:26:34:07 PM	468.079	1.22668E-010	568.441	
2094	12/3/2019	12:26:34:31 PM	468.313	1.27461E-010	569.756	
2095	12/3/2019	12:26:34:53 PM	468.532	1.23851E-010	571.297	
2096	12/3/2019	12:26:34:75 PM	468.75	1.24943E-010	572.8	
2097	12/3/2019	12:26:34:96 PM	468.969	1.23214E-010	574.566	
2098	12/3/2019	12:26:35:18 PM	469.188	1.30767E-010	576.746	
2099	12/3/2019	12:26:35:40 PM	469.407	1.27582E-010	578.512	
2100	12/3/2019	12:26:35:64 PM	469.641	1.24397E-010	580.278	
2101	12/3/2019	12:26:35:86 PM	469.86	1.30585E-010	581.556	
2102	12/3/2019	12:26:36:07 PM	470.079	1.24374E-010	583.623	
2103	12/3/2019	12:26:36:29 PM	470.297	1.33861E-010	585.351	
2104	12/3/2019	12:26:36:53 PM	470.532	1.29857E-010	587.23	
2105	12/3/2019	12:26:36:76 PM	470.766	1.28128E-010	589.222	
2106	12/3/2019	12:26:36:98 PM	470.985	1.31048E-010	591.214	
2107	12/3/2019	12:26:37:20 PM	471.204	1.36409E-010	592.454	
2108	12/3/2019	12:26:37:42 PM	471.422	1.36227E-010	593.919	
2109	12/3/2019	12:26:37:65 PM	471.657	1.39321E-010	595.347	
2110	12/3/2019	12:26:37:87 PM	471.875	1.3697E-010	597.076	
2111	12/3/2019	12:26:38:09 PM	472.094	1.36227E-010	599.105	
2112	12/3/2019	12:26:38:31 PM	472.313	1.33406E-010	601.097	
2113	12/3/2019	12:26:38:53 PM	472.532	1.44599E-010	602.562	
2114	12/3/2019	12:26:38:75 PM	472.75	1.46237E-010	603.99	
2115	12/3/2019	12:26:38:96 PM	472.969	1.44417E-010	606.057	
2116	12/3/2019	12:26:39:18 PM	473.188	1.43962E-010	607.861	
2117	12/3/2019	12:26:39:40 PM	473.407	1.4651E-010	609.514	
2118	12/3/2019	12:26:39:64 PM	473.641	1.55155E-010	611.694	
2119	12/3/2019	12:26:39:86 PM	473.86	1.49695E-010	613.046	
2120	12/3/2019	12:26:40:07 PM	474.079	1.5834E-010	614.775	
2121	12/3/2019	12:26:40:29 PM	474.297	1.48785E-010	616.729	
2122	12/3/2019	12:26:40:53 PM	474.532	1.58067E-010	618.871	
2123	12/3/2019	12:26:40:75 PM	474.75	1.6562E-010	620.337	
2124	12/3/2019	12:26:40:96 PM	474.969	1.59705E-010	621.765	
2125	12/3/2019	12:26:41:20 PM	475.204	1.61889E-010	623.493	
2126	12/3/2019	12:26:41:42 PM	475.422	1.72627E-010	625.184	
2127	12/3/2019	12:26:41:65 PM	475.657	1.73173E-010	626.8	
2128	12/3/2019	12:26:41:87 PM	475.875	1.75994E-010	628.98	
2129	12/3/2019	12:26:42:09 PM	476.094	1.79179E-010	630.032	
2130	12/3/2019	12:26:42:31 PM	476.313	1.78815E-010	632.437	
2131	12/3/2019	12:26:42:53 PM	476.532	1.76813E-010	634.203	
2132	12/3/2019	12:26:42:75 PM	476.75	1.81818E-010	636.157	
2133	12/3/2019	12:26:42:96 PM	476.969	1.86186E-010	637.923	
2134	12/3/2019	12:26:43:18 PM	477.188	1.89371E-010	639.577	
2135	12/3/2019	12:26:43:42 PM	477.422	1.94467E-010	641.305	
2136	12/3/2019	12:26:43:64 PM	477.641	1.90008E-010	643.184	
2137	12/3/2019	12:26:43:86 PM	477.86	1.93102E-010	644.687	
2138	12/3/2019	12:26:44:07 PM	478.079	2.03112E-010	646.228	
2139	12/3/2019	12:26:44:29 PM	478.297	2.11393E-010	647.881	
2140	12/3/2019	12:26:44:53 PM	478.532	2.07457E-010	649.76	
2141	12/3/2019	12:26:44:75 PM	478.75	2.14669E-010	651.489	
2142	12/3/2019	12:26:44:96 PM	478.969	2.18946E-010	653.18	
2143	12/3/2019	12:26:45:18 PM	479.188	2.20766E-010	654.608	
2144	12/3/2019	12:26:45:40 PM	479.407	2.2386E-010	655.998	
2145	12/3/2019	12:26:45:62 PM	479.625	2.19401E-010	658.14	
2146	12/3/2019	12:26:45:84 PM	479.844	2.28501E-010	659.982	
2147	12/3/2019	12:26:46:06 PM	480.063	2.2932E-010	661.898	
2148	12/3/2019	12:26:46:29 PM	480.297	2.33415E-010	663.589	
2149	12/3/2019	12:26:46:53 PM	480.532	2.35402E-010	665.393	
2150	12/3/2019	12:26:46:75 PM	480.75	2.43243E-010	667.121	
2151	12/3/2019	12:26:46:96 PM	480.969	2.39967E-010	668.963	
2152	12/3/2019	12:26:47:18 PM	481.188	2.45791E-010	669.94	
2153	12/3/2019	12:26:47:42 PM	481.422	2.53526E-010	671.931	
2154	12/3/2019	12:26:47:64 PM	481.641	2.57166E-010	673.51	
2155	12/3/2019	12:26:47:86 PM	481.86	2.56529E-010	675.576	
2156	12/3/2019	12:26:48:07 PM	482.079	2.6208E-010	677.455	
2157	12/3/2019	12:26:48:31 PM	482.313	2.66266E-010	678.883	
2158	12/3/2019	12:26:48:54 PM	482.547	2.68541E-010	680.612	
2159	12/3/2019	12:26:48:76 PM	482.766	2.79461E-010	682.566	
2160	12/3/2019	12:26:48:98 PM	482.985	2.70179E-010	684.37	
2161	12/3/2019	12:26:49:20 PM	483.204	2.71544E-010	686.061	
2162	12/3/2019	12:26:49:42 PM	483.422	2.75093E-010	687.639	
2163	12/3/2019	12:26:49:64 PM	483.641	2.83192E-010	690.194	
2164	12/3/2019	12:26:49:86 PM	483.86	2.8574E-010	691.848	
2165	12/3/2019	12:26:50:09 PM	484.094	2.82191E-010	693.501	
2166	12/3/2019	12:26:50:31 PM	484.313	2.92474E-010	695.267	
2167	12/3/2019	12:26:50:53 PM	484.532	2.9484E-010	696.695	
2168	12/3/2019	12:26:50:75 PM	484.75	2.9211E-010	698.123	
2169	12/3/2019	12:26:50:98 PM	484.985	2.96751E-010	699.626	
2170	12/3/2019	12:26:51:20 PM	485.204	3.03849E-010	701.505	
2171	12/3/2019	12:26:51:42 PM	485.422	3.05851E-010	703.008	
2172	12/3/2019	12:26:51:64 PM	485.641	3.01483E-010	704.549	
2173	12/3/2019	12:26:51:86 PM	485.86	3.12858E-010	706.353	
2174	12/3/2019	12:26:52:07 PM	486.079	3.13495E-010	708.307	
2175	12/3/2019	12:26:52:31 PM	486.313	3.12858E-010	709.923	
2176	12/3/2019	12:26:52:53 PM	486.532	3.185E-010	711.689	
2177	12/3/2019	12:26:52:75 PM	486.75	3.07944E-010	713.004	
2178	12/3/2019	12:26:52:96 PM	486.969	3.15406E-010	714.808	
2179	12/3/2019	12:26:53:18 PM	487.188	3.1759E-010	716.875	
2180	12/3/2019	12:26:53:40 PM	487.407	3.23505E-010	718.34	
2181	12/3/2019	12:26:53:64 PM	487.641	3.28237E-010	719.881	
2182	12/3/2019	12:26:53:86 PM	487.86	3.15952E-010	721.76	
2183	12/3/2019	12:26:54:07 PM	488.079	3.22413E-010	723.639	
2184	12/3/2019	12:26:54:29 PM	488.297	3.18819E-010	725.367	
2185	12/3/2019	12:26:54:51 PM	488.516	3.16407E-010	727.209	
2186	12/3/2019	12:26:54:73 PM	488.735	3.31968E-010	728.937	
2187	12/3/2019	12:26:54:95 PM	488.954	3.24415E-010	730.253	
2188	12/3/2019	12:26:55:17 PM	489.172	3.14769E-010	732.207	
2189	12/3/2019	12:26:55:39 PM	489.391	3.23505E-010	733.522	
2190	12/3/2019	12:26:55:61 PM	489.61	3.30967E-010	735.551	
2191	12/3/2019	12:26:55:82 PM	489.829	3.23596E-010	737.242	
2192	12/3/2019	12:26:56:06 PM	490.063	3.21776E-010	739.159	
2193	12/3/2019	12:26:56:28 PM	490.282	3.21321E-010	740.662	
2194	12/3/2019	12:26:56:50 PM	490.5	3.24415E-010	742.353	
2195	12/3/2019	12:26:56:75 PM	490.75	3.16225E-010	744.532	
2196	12/3/2019	12:26:56:96 PM	490.969	3.21321E-010	746.148	
2197	12/3/2019	12:26:57:18 PM	491.188	3.28237E-010	747.689	
2198	12/3/2019	12:26:57:40 PM	491.407	3.25689E-010	749.079	
2199	12/3/2019	12:26:57:64 PM	491.641	3.276E-010	750.921	
2200	12/3/2019	12:26:57:86 PM	491.86	3.276E-010	752.461	
2201	12/3/2019	12:26:58:07 PM	492.079	3.27782E-010	754.152	
2202	12/3/2019	12:26:58:29 PM	492.297	3.23778E-010	755.543	
2203	12/3/2019	12:26:58:51 PM	492.516	3.28692E-010	757.797	
2204	12/3/2019	12:26:58:73 PM	492.735	3.14314E-010	759.751	
2205	12/3/2019	12:26:58:95 PM	492.954	3.44162E-010	761.63	
2206	12/3/2019	12:26:59:17 PM	493.172	3.24415E-010	763.359	
2207	12/3/2019	12:26:59:40 PM	493.407	3.20047E-010	764.712	
2208	12/3/2019	12:26:59:62 PM	493.625	3.20775E-010	766.44	
2209	12/3/2019	12:26:59:84 PM	493.844	3.28328E-010	767.943	
2210	12/3/2019	12:27:00:07 PM	494.079	3.23596E-010	770.123	
2211	12/3/2019	12:27:00:29 PM	494.297	3.25234E-010	771.852	
2212	12/3/2019	12:27:00:51 PM	494.516	3.23505E-010	773.167	
2213	12/3/2019	12:27:00:73 PM	494.735	3.24415E-010	774.783	
2214	12/3/2019	12:27:00:95 PM	494.954	3.17044E-010	776.624	
2215	12/3/2019	12:27:01:17 PM	495.172	3.18773E-010	778.052	
2216	12/3/2019	12:27:01:39 PM	495.391	3.27145E-010	780.194	
2217	12/3/2019	12:27:01:61 PM	495.61	3.26599E-010	781.772	
2218	12/3/2019	12:27:01:82 PM	495.829	3.19228E-010	782.824	
2219	12/3/2019	12:27:02:04 PM	496.047	3.18045E-010	784.778	
2220	12/3/2019	12:27:02:28 PM	496.282	3.21503E-010	786.206	
2221	12/3/2019	12:27:02:51 PM	496.516	3.1759E-010	788.311	
2222	12/3/2019	12:27:02:73 PM	496.735	3.22868E-010	790.077	
2223	12/3/2019	12:27:02:95 PM	496.954	3.22504E-010	791.58	
2224	12/3/2019	12:27:03:17 PM	497.172	3.15497E-010	793.421	
2225	12/3/2019	12:27:03:40 PM	497.407	3.29784E-010	795.263	
2226	12/3/2019	12:27:03:62 PM	497.625	3.094E-010	796.991	
2227	12/3/2019	12:27:03:86 PM	497.86	3.14314E-010	799.171	
2228	12/3/2019	12:27:04:07 PM	498.079	3.16771E-010	800.636	
2229	12/3/2019	12:27:04:29 PM	498.297	3.10583E-010	802.252	
2230	12/3/2019	12:27:04:53 PM	498.532	3.24233E-010	804.056	
2231	12/3/2019	12:27:04:75 PM	498.75	3.12767E-010	805.559	
2232	12/3/2019	12:27:04:96 PM	498.969	3.14587E-010	806.837	
2233	12/3/2019	12:27:05:18 PM	499.188	3.0485E-010	808.716	
2234	12/3/2019	12:27:05:40 PM	499.407	3.13677E-010	810.144	
2235	12/3/2019	12:27:05:62 PM	499.625	3.0667E-010	812.436	
2236	12/3/2019	12:27:05:84 PM	499.844	3.02484E-010	813.864	
2237	12/3/2019	12:27:06:06 PM	500.063	3.17772E-010	815.066	
2238	12/3/2019	12:27:06:28 PM	500.282	3.06397E-010	816.945	
2239	12/3/2019	12:27:06:50 PM	500.5	3.08854E-010	819.2	
2240	12/3/2019	12:27:06:71 PM	500.719	2.94294E-010	820.515	
2241	12/3/2019	12:27:06:93 PM	500.938	3.05942E-010	822.131	
2242	12/3/2019	12:27:07:15 PM	501.157	3.03394E-010	823.822	
2243	12/3/2019	12:27:07:39 PM	501.391	3.00482E-010	826.152	
2244	12/3/2019	12:27:07:61 PM	501.61	2.94567E-010	827.805	
2245	12/3/2019	12:27:07:82 PM	501.829	2.94931E-010	829.421	
2246	12/3/2019	12:27:08:04 PM	502.047	3.0121E-010	831.075	
2247	12/3/2019	12:27:08:26 PM	502.266	2.95841E-010	832.54	
2248	12/3/2019	12:27:08:50 PM	502.5	2.94112E-010	834.494	
2249	12/3/2019	12:27:08:71 PM	502.719	2.96569E-010	836.298	
2250	12/3/2019	12:27:08:93 PM	502.938	2.94567E-010	837.839	
2251	12/3/2019	12:27:09:15 PM	503.157	2.94749E-010	839.83	
2252	12/3/2019	12:27:09:37 PM	503.375	2.96842E-010	841.597	
2253	12/3/2019	12:27:09:59 PM	503.594	2.82464E-010	842.874	
2254	12/3/2019	12:27:09:81 PM	503.813	2.80371E-010	844.603	
2255	12/3/2019	12:27:10:03 PM	504.032	2.83829E-010	846.519	
2256	12/3/2019	12:27:10:25 PM	504.25	2.84102E-010	848.135	
2257	12/3/2019	12:27:10:46 PM	504.469	2.91291E-010	849.601	
2258	12/3/2019	12:27:10:68 PM	504.688	2.84368E-010	850.916	
2259	12/3/2019	12:27:10:90 PM	504.907	2.74547E-010	852.532	
2260	12/3/2019	12:27:11:12 PM	505.125	2.79461E-010	854.223	
2261	12/3/2019	12:27:11:36 PM	505.36	2.77459E-010	856.102	
2262	12/3/2019	12:27:11:57 PM	505.579	2.78111E-010	857.718	
2263	12/3/2019	12:27:11:79 PM	505.797	2.84921E-010	859.672	
2264	12/3/2019	12:27:12:03 PM	506.032	2.72181E-010	861.475	
2265	12/3/2019	12:27:12:25 PM	506.25	2.76526E-010	863.429	
2266	12/3/2019	12:27:12:46 PM	506.469	2.70907E-010	864.895	
2267	12/3/2019	12:27:12:68 PM	506.688	2.71908E-010	866.436	
2268	12/3/2019	12:27:12:92 PM	506.922	2.61716E-010	868.315	
2269	12/3/2019	12:27:13:14 PM	507.141	2.67995E-010	869.705	
2270	12/3/2019	12:27:13:36 PM	507.36	2.74638E-010	871.734	
2271	12/3/2019	12:27:13:57 PM	507.579	2.54618E-010	873.651	
2272	12/3/2019	12:27:13:79 PM	507.797	2.5753E-010	875.229	
2273	12/3/2019	12:27:14:01 PM	508.016	2.62899E-010	877.033	
2274	12/3/2019	12:27:14:23 PM	508.235	2.58622E-010	878.198	
2275	12/3/2019	12:27:14:45 PM	508.454	2.45882E-010	880.114	
2276	12/3/2019	12:27:14:68 PM	508.688	2.51524E-010	881.955	
2277	12/3/2019	12:27:14:90 PM	508.907	2.61261E-010	883.797	
2278	12/3/2019	12:27:15:12 PM	509.125	2.57894E-010	885.074	
2279	12/3/2019	12:27:15:36 PM	509.36	2.60442E-010	886.578	
2280	12/3/2019	12:27:15:57 PM	509.579	2.39148E-010	888.607	
2281	12/3/2019	12:27:15:81 PM	509.813	2.46246E-010	890.035	
2282	12/3/2019	12:27:16:03 PM	510.032	2.41332E-010	891.538	
2283	12/3/2019	12:27:16:25 PM	510.25	2.38784E-010	893.717	
2284	12/3/2019	12:27:16:46 PM	510.469	2.44244E-010	895.183	
2285	12/3/2019	12:27:16:70 PM	510.704	2.37146E-010	896.686	
2286	12/3/2019	12:27:16:93 PM	510.938	2.40604E-010	898.189	
2287	12/3/2019	12:27:17:15 PM	511.157	2.31322E-010	900.444	
2288	12/3/2019	12:27:17:37 PM	511.375	2.34689E-010	901.797	
2289	12/3/2019	12:27:17:59 PM	511.594	2.36964E-010	903.638	
2290	12/3/2019	12:27:17:81 PM	511.813	2.4388E-010	905.479	
2291	12/3/2019	12:27:18:03 PM	512.032	2.33051E-010	906.757	
2292	12/3/2019	12:27:18:25 PM	512.25	2.32778E-010	908.749	
2293	12/3/2019	12:27:18:46 PM	512.469	2.31777E-010	910.515	
